,dense,channel,extract_num,error,encoding_t,sampling_t,extract_t,compare_t,total_t,calc_total
16,64,32,0.1,0,0.005,1.213,0.104,6.161,7.859,6.265
16,64,32,1.0,0,0.005,1.211,0.104,36.331,38.033,36.435
16,128,32,0.1,0,0.01,1.326,0.114,5.922,7.747,6.036
16,128,32,1.0,0,0.009,1.333,0.114,36.784,38.622,36.898
16,256,32,0.1,0,0.02,1.596,0.135,5.928,8.054,6.063
16,256,32,1.0,0,0.019,1.585,0.135,36.522,38.64,36.657
4,64,32,0.1,0,0.005,1.215,0.104,6.163,7.862,6.267
4,64,32,1.0,0,0.007,1.211,0.103,36.513,38.218,36.616
4,128,32,0.1,0,0.01,1.331,0.113,5.869,7.699,5.982
4,128,32,1.0,0,0.009,1.325,0.113,36.737,38.57,36.85
4,256,32,0.1,0,0.021,1.595,0.134,5.813,7.936,5.947
4,256,32,1.0,0,0.019,1.57,0.135,36.649,38.755,36.784
256,64,32,0.1,0,0.006,1.253,0.1,6.03,7.77,6.13
256,64,32,1.0,0,0.005,1.261,0.1,36.455,38.2,36.555
256,128,32,0.1,0,0.009,1.377,0.107,6.152,8.017,6.259
256,128,32,1.0,0,0.009,1.374,0.108,36.491,38.362,36.599
256,256,32,0.1,0,0.019,1.644,0.125,5.99,8.153,6.115
256,256,32,1.0,0,0.017,1.642,0.125,36.594,38.755,36.719
64,64,32,0.1,0,0.005,1.261,0.099,5.946,7.68,6.045
64,64,32,1.0,0,0.007,1.262,0.1,36.282,38.024,36.382
64,128,32,0.1,0,0.009,1.378,0.107,6.078,7.944,6.1850000000000005
64,128,32,1.0,0,0.009,1.374,0.107,36.332,38.2,36.439
64,256,32,0.1,0,0.019,1.648,0.124,5.81,7.971,5.933999999999999
64,256,32,1.0,0,0.017,1.64,0.124,36.796,38.957,36.92
16,64,32,0.1,0,0.005,1.262,0.1,5.787,7.525,5.887
16,64,32,1.0,0,0.005,1.255,0.1,36.547,38.286,36.647
16,128,32,0.1,0,0.01,1.589,0.107,5.865,7.94,5.972
16,128,32,1.0,0,0.009,1.376,0.11,36.456,38.331,36.566
16,256,32,0.1,0,0.019,1.655,0.125,6.021,8.193,6.146
16,256,32,1.0,0,0.017,1.641,0.124,36.505,38.677,36.629000000000005
4,64,32,0.1,0,0.005,1.255,0.099,5.794,7.521,5.893
4,64,32,1.0,0,0.005,1.258,0.1,36.721,38.474,36.821
4,128,32,0.1,0,0.009,1.388,0.107,5.72,7.597,5.827
4,128,32,1.0,0,0.009,1.372,0.107,36.652,38.749,36.759
4,256,32,0.1,0,0.019,1.639,0.127,5.876,8.032,6.003
4,256,32,1.0,0,0.017,1.65,0.124,36.566,38.73,36.690000000000005
256,64,32,0.1,0,0.005,1.269,0.099,6.055,7.804,6.154
256,64,32,1.0,0,0.005,1.264,0.098,36.641,38.396,36.739
256,128,32,0.1,0,0.009,1.383,0.105,5.984,7.863,6.089
256,128,32,1.0,0,0.009,1.389,0.106,36.559,38.449,36.665
256,256,32,0.1,0,0.019,1.657,0.124,5.764,7.939,5.888
256,256,32,1.0,0,0.017,1.653,0.123,36.692,38.87,36.815
64,64,32,0.1,0,0.005,1.268,0.099,5.763,7.51,5.862
64,64,32,1.0,0,0.005,1.268,0.098,36.532,38.296,36.63
64,128,32,0.1,0,0.009,1.381,0.106,6.117,7.989,6.223
64,128,32,1.0,0,0.009,1.402,0.105,36.52,38.427,36.625
64,256,32,0.1,0,0.019,1.66,0.125,5.77,7.949,5.895
64,256,32,1.0,0,0.017,1.655,0.125,36.761,38.943,36.886
16,64,32,0.1,0,0.005,1.267,0.099,5.732,7.48,5.831
16,64,32,1.0,0,0.005,1.269,0.098,36.576,38.338,36.674
16,128,32,0.1,0,0.009,1.389,0.106,6.09,7.974,6.196
16,128,32,1.0,0,0.009,1.383,0.106,36.51,38.393,36.616
16,256,32,0.1,0,0.019,1.652,0.121,5.794,7.969,5.914999999999999
16,256,32,1.0,0,0.017,1.66,0.125,36.75,38.934,36.875
4,64,32,0.1,0,0.005,1.266,0.1,5.735,7.482,5.835
4,64,32,1.0,0,0.005,1.263,0.098,36.634,38.384,36.732
4,128,32,0.1,0,0.009,1.391,0.106,6.057,7.941,6.163
4,128,32,1.0,0,0.009,1.388,0.106,36.619,38.511,36.725
4,256,32,0.1,0,0.019,1.654,0.126,5.765,7.941,5.891
4,256,32,1.0,0,0.017,1.655,0.126,36.641,38.827,36.767
256,64,32,0.1,0,0.005,1.208,0.105,5.939,7.642,6.0440000000000005
256,64,32,1.0,0,0.005,1.217,0.104,36.556,38.276,36.66
256,128,32,0.1,0,0.011,1.329,0.114,5.808,7.637,5.922
256,128,32,1.0,0,0.01,1.329,0.114,36.406,38.247,36.52
256,256,32,0.1,0,0.019,1.586,0.137,6.192,8.315,6.329000000000001
256,256,32,1.0,0,0.019,1.578,0.133,36.464,38.583,36.597
64,64,32,0.1,0,0.005,1.21,0.104,5.933,7.632,6.037
64,64,32,1.0,0,0.005,1.227,0.104,36.751,38.475,36.855
64,128,32,0.1,0,0.01,1.328,0.114,5.909,7.74,6.023
64,128,32,1.0,0,0.01,1.323,0.113,36.285,38.118,36.398
64,256,32,0.1,0,0.019,1.609,0.134,6.112,8.256,6.246
64,256,32,1.0,0,0.019,1.585,0.133,36.324,38.447,36.457
16,64,32,0.1,0,0.005,1.224,0.104,5.805,7.518,5.909
16,64,32,1.0,0,0.005,1.208,0.107,36.633,38.343,36.74
16,128,32,0.1,0,0.01,1.33,0.113,5.715,7.55,5.828
16,128,32,1.0,0,0.01,1.332,0.114,36.449,38.29,36.563
16,256,32,0.1,0,0.019,1.592,0.134,6.016,8.14,6.15
16,256,32,1.0,0,0.019,1.59,0.134,36.433,38.564,36.567
4,64,32,0.1,0,0.005,1.211,0.104,5.783,7.485,5.8870000000000005
4,64,32,1.0,0,0.005,1.213,0.105,36.546,38.258,36.651
4,128,32,0.1,0,0.01,1.33,0.113,5.739,7.569,5.852
4,128,32,1.0,0,0.01,1.337,0.113,36.334,38.186,36.447
4,256,32,0.1,0,0.019,1.598,0.137,6.077,8.212,6.214
4,256,32,1.0,0,0.019,1.587,0.134,36.558,38.69,36.692
256,64,32,0.1,0,0.006,1.302,0.106,6.029,8.096,6.135
256,64,32,1.0,0,0.005,1.297,0.105,36.597,38.439,36.702
256,128,32,0.1,0,0.01,1.42,0.114,5.846,7.816,5.96
256,128,32,1.0,0,0.009,1.424,0.113,36.777,38.759,36.89
256,256,32,0.1,0,0.019,1.697,0.132,5.843,8.116,5.975
256,256,32,1.0,0,0.017,1.683,0.132,36.615,38.885,36.747
64,64,32,0.1,0,0.005,1.302,0.106,6.12,7.963,6.226
64,64,32,1.0,0,0.005,1.312,0.105,36.61,38.465,36.715
64,128,32,0.1,0,0.01,1.423,0.114,5.733,7.707,5.847
64,128,32,1.0,0,0.009,1.424,0.113,36.898,38.878,37.011
64,256,32,0.1,0,0.019,1.683,0.132,5.73,7.995,5.862
64,256,32,1.0,0,0.017,1.688,0.131,36.708,38.981,36.839
16,64,32,0.1,0,0.005,1.302,0.105,6.027,7.871,6.132000000000001
16,64,32,1.0,0,0.005,1.316,0.105,36.692,38.548,36.797
16,128,32,0.1,0,0.01,1.418,0.115,5.97,7.943,6.085
16,128,32,1.0,0,0.009,1.418,0.114,36.604,38.573,36.718
16,256,32,0.1,0,0.019,1.623,0.128,5.73,7.892,5.8580000000000005
16,256,32,1.0,0,0.019,1.624,0.127,36.627,38.779,36.754000000000005
4,64,32,0.1,0,0.005,1.244,0.101,5.695,7.427,5.796
4,64,32,1.0,0,0.005,1.259,0.101,36.47,38.225,36.571
4,128,32,0.1,0,0.01,1.365,0.11,5.983,7.848,6.093
4,128,32,1.0,0,0.009,1.361,0.109,36.505,38.369,36.614
4,256,32,0.1,0,0.019,1.628,0.127,5.727,7.884,5.854
4,256,32,1.0,0,0.019,1.618,0.131,36.612,38.768,36.743
256,64,32,0.1,0,0.005,1.277,0.098,6.051,7.818,6.149
256,64,32,1.0,0,0.005,1.278,0.098,36.383,38.375,36.481
256,128,32,0.1,0,0.009,1.397,0.105,5.848,7.743,5.953
256,128,32,1.0,0,0.009,1.398,0.105,36.358,38.258,36.463
256,256,32,0.1,0,0.019,1.668,0.121,5.95,8.144,6.071
256,256,32,1.0,0,0.017,1.668,0.122,36.359,38.555,36.481
64,64,32,0.1,0,0.005,1.278,0.098,5.724,7.489,5.822
64,64,32,1.0,0,0.005,1.274,0.097,36.601,38.372,36.698
64,128,32,0.1,0,0.01,1.395,0.105,5.824,7.725,5.929
64,128,32,1.0,0,0.009,1.391,0.105,36.488,38.382,36.593
64,256,32,0.1,0,0.019,1.672,0.121,6.16,8.353,6.281000000000001
64,256,32,1.0,0,0.017,1.668,0.122,36.404,38.6,36.526
16,64,32,0.1,0,0.005,1.277,0.098,5.974,7.738,6.072
16,64,32,1.0,0,0.005,1.277,0.098,36.667,38.436,36.765
16,128,32,0.1,0,0.009,1.396,0.105,6.022,7.918,6.127000000000001
16,128,32,1.0,0,0.009,1.393,0.105,36.345,38.245,36.45
16,256,32,0.1,0,0.021,1.67,0.119,6.238,8.436,6.357
16,256,32,1.0,0,0.017,1.663,0.121,36.319,38.511,36.440000000000005
4,64,32,0.1,0,0.005,1.283,0.097,5.988,7.76,6.085000000000001
4,64,32,1.0,0,0.005,1.275,0.098,36.625,38.397,36.723
4,128,32,0.1,0,0.009,1.403,0.104,5.946,7.854,6.05
4,128,32,1.0,0,0.009,1.399,0.105,36.701,38.607,36.806
4,256,32,0.1,0,0.019,1.679,0.12,5.886,8.091,6.006
4,256,32,1.0,0,0.017,1.676,0.122,36.514,38.729,36.636
256,64,32,0.1,0,0.005,1.217,0.105,6.009,7.727,6.114000000000001
256,64,32,1.0,0,0.005,1.214,0.105,36.34,38.057,36.445
256,128,32,0.1,0,0.009,1.331,0.113,6.071,7.908,6.184
256,128,32,1.0,0,0.009,1.332,0.114,36.307,38.156,36.421
256,256,32,0.1,0,0.019,1.591,0.135,5.798,7.933,5.933
256,256,32,1.0,0,0.017,1.602,0.134,36.668,38.812,36.802
64,64,32,0.1,0,0.005,1.211,0.104,5.765,7.471,5.869
64,64,32,1.0,0,0.005,1.209,0.104,36.474,38.183,36.578
64,128,32,0.1,0,0.01,1.329,0.115,6.039,7.873,6.154
64,128,32,1.0,0,0.009,1.325,0.113,36.377,38.259,36.49
64,256,32,0.1,0,0.019,1.594,0.134,5.783,7.955,5.917000000000001
64,256,32,1.0,0,0.017,1.591,0.135,36.607,38.781,36.742
16,64,32,0.1,0,0.005,1.228,0.104,5.747,7.507,5.851
16,64,32,1.0,0,0.005,1.219,0.106,36.355,38.346,36.461
16,128,32,0.1,0,0.009,1.345,0.113,5.881,7.768,5.994000000000001
16,128,32,1.0,0,0.009,1.328,0.115,36.33,38.214,36.445
16,256,32,0.1,0,0.019,1.593,0.134,5.974,8.142,6.1080000000000005
16,256,32,1.0,0,0.017,1.591,0.134,36.259,38.441,36.393
4,64,32,0.1,0,0.005,1.213,0.104,5.748,7.497,5.852
4,64,32,1.0,0,0.005,1.223,0.104,36.753,38.515,36.857
4,128,32,0.1,0,0.009,1.327,0.114,5.773,7.643,5.887
4,128,32,1.0,0,0.009,1.344,0.113,36.52,38.421,36.633
4,256,32,0.1,0,0.019,1.593,0.134,6.077,8.245,6.211
4,256,32,1.0,0,0.017,1.586,0.134,36.441,38.608,36.575
256,64,32,0.1,0,0.005,1.144,0.111,6.2,7.886,6.311
256,64,32,1.0,0,0.005,1.146,0.111,36.652,38.35,36.763
256,128,32,0.1,0,0.009,1.265,0.123,5.757,7.804,5.88
256,128,32,1.0,0,0.009,1.262,0.124,36.609,38.439,36.733
256,256,32,0.1,0,0.019,1.512,0.159,5.663,7.789,5.822
256,256,32,1.0,0,0.017,1.501,0.16,36.857,38.968,37.017
64,64,32,0.1,0,0.005,1.153,0.111,5.739,7.434,5.85
64,64,32,1.0,0,0.005,1.142,0.11,36.6,38.292,36.71
64,128,32,0.1,0,0.012,1.265,0.124,6.058,7.889,6.182
64,128,32,1.0,0,0.009,1.253,0.127,36.581,38.407,36.708000000000006
64,256,32,0.1,0,0.019,1.501,0.159,5.706,7.81,5.865
64,256,32,1.0,0,0.017,1.507,0.159,36.802,38.913,36.961
16,64,32,0.1,0,0.005,1.144,0.111,5.824,7.514,5.935
16,64,32,1.0,0,0.005,1.144,0.111,36.496,38.197,36.607
16,128,32,0.1,0,0.011,1.255,0.127,6.165,7.983,6.292
16,128,32,1.0,0,0.01,1.255,0.124,36.403,38.229,36.527
16,256,32,0.1,0,0.021,1.497,0.159,6.118,8.222,6.277
16,256,32,1.0,0,0.017,1.494,0.16,36.487,38.589,36.647
4,64,32,0.1,0,0.005,1.141,0.11,5.763,7.453,5.873
4,64,32,1.0,0,0.005,1.138,0.109,36.863,38.549,36.972
4,128,32,0.1,0,0.009,1.265,0.123,5.73,7.553,5.853000000000001
4,128,32,1.0,0,0.009,1.252,0.123,36.655,38.476,36.778
4,256,32,0.1,0,0.021,1.495,0.159,6.058,8.16,6.217
4,256,32,1.0,0,0.017,1.496,0.16,36.502,38.61,36.662
256,64,32,0.1,0,0.005,1.233,0.102,5.997,7.992,6.099
256,64,32,1.0,0,0.005,1.227,0.102,36.466,38.235,36.568
256,128,32,0.1,0,0.01,1.352,0.111,5.842,7.744,5.952999999999999
256,128,32,1.0,0,0.009,1.358,0.111,36.728,38.643,36.839
256,256,32,0.1,0,0.019,1.61,0.131,5.826,8.019,5.957
256,256,32,1.0,0,0.017,1.607,0.129,36.473,38.664,36.602
64,64,32,0.1,0,0.005,1.239,0.102,6.084,7.858,6.186
64,64,32,1.0,0,0.005,1.245,0.103,36.532,38.32,36.635
64,128,32,0.1,0,0.009,1.354,0.111,5.827,7.729,5.938
64,128,32,1.0,0,0.009,1.35,0.11,36.796,38.702,36.906
64,256,32,0.1,0,0.019,1.607,0.129,5.757,7.943,5.885999999999999
64,256,32,1.0,0,0.017,1.609,0.129,36.594,38.784,36.723
16,64,32,0.1,0,0.005,1.253,0.106,6.057,7.852,6.163
16,64,32,1.0,0,0.005,1.238,0.103,36.588,38.37,36.691
16,128,32,0.1,0,0.01,1.36,0.11,5.965,7.871,6.075
16,128,32,1.0,0,0.009,1.35,0.11,36.574,38.486,36.684
16,256,32,0.1,0,0.02,1.612,0.129,5.73,7.921,5.859
16,256,32,1.0,0,0.019,1.611,0.129,36.805,39.001,36.934
4,64,32,0.1,0,0.005,1.236,0.101,5.717,7.487,5.818
4,64,32,1.0,0,0.005,1.233,0.102,36.398,38.17,36.5
4,128,32,0.1,0,0.01,1.362,0.11,6.044,7.954,6.154
4,128,32,1.0,0,0.009,1.348,0.11,36.452,38.351,36.562
4,256,32,0.1,0,0.019,1.618,0.13,5.664,7.861,5.794
4,256,32,1.0,0,0.017,1.62,0.13,36.635,38.839,36.765
256,64,32,0.1,0,0.005,1.299,0.095,6.021,7.855,6.116
256,64,32,1.0,0,0.005,1.31,0.095,36.291,38.367,36.386
256,128,32,0.1,0,0.011,1.422,0.101,5.903,7.874,6.004
256,128,32,1.0,0,0.009,1.415,0.101,36.471,38.436,36.572
256,256,32,0.1,0,0.019,1.692,0.113,5.978,8.238,6.091
256,256,32,1.0,0,0.017,1.698,0.114,36.376,38.641,36.49
64,64,32,0.1,0,0.005,1.305,0.095,5.739,7.577,5.834
64,64,32,1.0,0,0.005,1.299,0.095,36.565,38.401,36.66
64,128,32,0.1,0,0.011,1.43,0.102,5.834,7.807,5.936
64,128,32,1.0,0,0.009,1.419,0.101,36.261,38.233,36.362
64,256,32,0.1,0,0.019,1.667,0.113,6.155,8.387,6.268000000000001
64,256,32,1.0,0,0.017,1.673,0.114,36.403,38.643,36.517
16,64,32,0.1,0,0.005,1.306,0.096,5.989,7.831,6.085
16,64,32,1.0,0,0.005,1.302,0.095,36.726,38.566,36.821
16,128,32,0.1,0,0.01,1.42,0.101,5.934,7.894,6.035
16,128,32,1.0,0,0.01,1.426,0.105,36.637,38.616,36.742
16,256,32,0.1,0,0.019,1.676,0.115,5.99,8.232,6.105
16,256,32,1.0,0,0.017,1.681,0.113,36.389,38.639,36.502
4,64,32,0.1,0,0.006,1.306,0.095,6.162,8.005,6.257
4,64,32,1.0,0,0.005,1.322,0.096,36.369,38.234,36.465
4,128,32,0.1,0,0.009,1.436,0.101,5.917,7.891,6.018
4,128,32,1.0,0,0.01,1.424,0.102,36.668,38.638,36.77
4,256,32,0.1,0,0.019,1.668,0.116,5.924,8.158,6.04
4,256,32,1.0,0,0.023,1.662,0.113,36.31,38.551,36.423
256,64,32,0.1,0,0.005,1.315,0.095,6.046,7.895,6.141
256,64,32,1.0,0,0.005,1.296,0.095,36.502,38.344,36.597
256,128,32,0.1,0,0.009,1.429,0.101,6.048,8.017,6.149
256,128,32,1.0,0,0.009,1.419,0.101,36.488,38.453,36.589
256,256,32,0.1,0,0.019,1.675,0.114,5.74,7.982,5.854
256,256,32,1.0,0,0.017,1.679,0.114,36.708,38.957,36.822
64,64,32,0.1,0,0.005,1.319,0.096,5.68,7.534,5.776
64,64,32,1.0,0,0.005,1.305,0.095,36.551,38.393,36.646
64,128,32,0.1,0,0.009,1.428,0.102,6.075,8.058,6.1770000000000005
64,128,32,1.0,0,0.009,1.421,0.101,36.535,38.517,36.636
64,256,32,0.1,0,0.019,1.673,0.114,5.727,7.966,5.841
64,256,32,1.0,0,0.017,1.668,0.113,36.722,38.957,36.835
16,64,32,0.1,0,0.005,1.307,0.095,5.734,7.577,5.829
16,64,32,1.0,0,0.005,1.302,0.095,36.334,38.176,36.429
16,128,32,0.1,0,0.009,1.419,0.102,6.048,8.006,6.15
16,128,32,1.0,0,0.009,1.418,0.101,36.32,38.295,36.421
16,256,32,0.1,0,0.019,1.666,0.114,5.816,8.049,5.93
16,256,32,1.0,0,0.019,1.667,0.117,36.509,38.756,36.626
4,64,32,0.1,0,0.005,1.305,0.096,5.849,7.687,5.945
4,64,32,1.0,0,0.005,1.305,0.095,36.368,38.212,36.463
4,128,32,0.1,0,0.009,1.419,0.101,6.228,8.19,6.329
4,128,32,1.0,0,0.009,1.431,0.101,36.338,38.321,36.439
4,256,32,0.1,0,0.019,1.72,0.113,5.942,8.226,6.055000000000001
4,256,32,1.0,0,0.017,1.716,0.116,36.608,38.901,36.724
256,64,32,0.1,0,0.005,1.216,0.104,5.976,7.74,6.08
256,64,32,1.0,0,0.005,1.425,0.104,36.459,38.435,36.563
256,128,32,0.1,0,0.009,1.336,0.114,5.689,7.581,5.803
256,128,32,1.0,0,0.009,1.329,0.114,36.65,38.541,36.764
256,256,32,0.1,0,0.019,1.638,0.135,5.886,8.108,6.021
256,256,32,1.0,0,0.017,1.615,0.133,36.483,38.688,36.616
64,64,32,0.1,0,0.005,1.217,0.103,6.119,7.879,6.222
64,64,32,1.0,0,0.005,1.219,0.104,36.47,38.242,36.574
64,128,32,0.1,0,0.009,1.333,0.113,5.924,7.813,6.037000000000001
64,128,32,1.0,0,0.009,1.331,0.115,36.655,38.554,36.77
64,256,32,0.1,0,0.019,1.624,0.133,5.975,8.183,6.108
64,256,32,1.0,0,0.017,1.612,0.133,36.461,38.663,36.594
16,64,32,0.1,0,0.005,1.209,0.104,5.911,7.671,6.015
16,64,32,1.0,0,0.005,1.21,0.104,36.394,38.152,36.498
16,128,32,0.1,0,0.009,1.329,0.113,6.164,8.048,6.277
16,128,32,1.0,0,0.01,1.326,0.114,36.403,38.294,36.517
16,256,32,0.1,0,0.021,1.614,0.137,5.89,8.097,6.026999999999999
16,256,32,1.0,0,0.017,1.628,0.137,36.719,38.94,36.856
4,64,32,0.1,0,0.005,1.217,0.104,5.816,7.576,5.92
4,64,32,1.0,0,0.005,1.213,0.103,36.517,38.283,36.620000000000005
4,128,32,0.1,0,0.009,1.333,0.113,6.051,7.94,6.164000000000001
4,128,32,1.0,0,0.01,1.326,0.114,36.542,38.441,36.656
4,256,32,0.1,0,0.021,1.619,0.133,5.828,8.034,5.961
4,256,32,1.0,0,0.017,1.61,0.134,36.636,38.844,36.77
256,64,32,0.1,0,0.005,1.255,0.1,5.994,7.795,6.093999999999999
256,64,32,1.0,0,0.005,1.261,0.1,36.538,38.582,36.638
256,128,32,0.1,0,0.009,1.378,0.107,5.833,7.768,5.94
256,128,32,1.0,0,0.009,1.383,0.107,36.567,38.52,36.674
256,256,32,0.1,0,0.02,1.68,0.125,6.045,8.31,6.17
256,256,32,1.0,0,0.017,1.668,0.123,36.609,38.87,36.732
64,64,32,0.1,0,0.005,1.26,0.1,5.795,7.609,5.895
64,64,32,1.0,0,0.005,1.265,0.1,36.69,38.511,36.79
64,128,32,0.1,0,0.009,1.378,0.107,5.748,7.68,5.855
64,128,32,1.0,0,0.009,1.374,0.108,36.437,38.383,36.545
64,256,32,0.1,0,0.019,1.681,0.124,6.063,8.327,6.186999999999999
64,256,32,1.0,0,0.017,1.663,0.123,36.388,38.643,36.511
16,64,32,0.1,0,0.005,1.254,0.099,5.787,7.586,5.886
16,64,32,1.0,0,0.005,1.261,0.1,36.634,38.445,36.734
16,128,32,0.1,0,0.01,1.379,0.107,5.729,7.67,5.836
16,128,32,1.0,0,0.01,1.37,0.107,36.575,38.508,36.682
16,256,32,0.1,0,0.019,1.656,0.124,5.723,7.962,5.847
16,256,32,1.0,0,0.017,1.67,0.123,36.409,38.667,36.532
4,64,32,0.1,0,0.005,1.264,0.1,6.085,7.893,6.185
4,64,32,1.0,0,0.005,1.254,0.099,36.472,38.279,36.571
4,128,32,0.1,0,0.009,1.376,0.107,5.731,7.665,5.838
4,128,32,1.0,0,0.01,1.373,0.108,36.582,38.523,36.69
4,256,32,0.1,0,0.019,1.614,0.123,5.74,7.939,5.863
4,256,32,1.0,0,0.017,1.614,0.124,36.318,38.518,36.442
256,64,32,0.1,0,0.005,1.27,0.099,6.028,7.842,6.127
256,64,32,1.0,0,0.005,1.278,0.098,36.442,38.274,36.54
256,128,32,0.1,0,0.009,1.398,0.106,5.867,8.039,5.973
256,128,32,1.0,0,0.009,1.381,0.105,36.497,38.444,36.602
256,256,32,0.1,0,0.019,1.674,0.121,5.85,8.099,5.971
256,256,32,1.0,0,0.017,1.685,0.121,36.221,38.736,36.342
64,64,32,0.1,0,0.005,1.267,0.099,5.859,7.672,5.958
64,64,32,1.0,0,0.005,1.274,0.099,36.308,38.134,36.407
64,128,32,0.1,0,0.01,1.384,0.106,5.999,7.941,6.105
64,128,32,1.0,0,0.009,1.381,0.105,36.518,38.465,36.623
64,256,32,0.1,0,0.019,1.673,0.124,5.78,8.035,5.904
64,256,32,1.0,0,0.02,1.68,0.12,36.726,38.99,36.846
16,64,32,0.1,0,0.005,1.27,0.1,5.787,7.601,5.887
16,64,32,1.0,0,0.005,1.264,0.098,36.418,38.232,36.516
16,128,32,0.1,0,0.009,1.38,0.105,6.14,8.08,6.245
16,128,32,1.0,0,0.009,1.382,0.105,36.419,38.367,36.524
16,256,32,0.1,0,0.019,1.675,0.121,5.769,8.023,5.890000000000001
16,256,32,1.0,0,0.017,1.687,0.121,36.572,38.844,36.693000000000005
4,64,32,0.1,0,0.005,1.27,0.099,5.693,7.508,5.792
4,64,32,1.0,0,0.005,1.265,0.098,36.413,38.225,36.511
4,128,32,0.1,0,0.01,1.383,0.106,6.037,7.973,6.143
4,128,32,1.0,0,0.009,1.384,0.105,36.663,38.607,36.768
4,256,32,0.1,0,0.019,1.676,0.12,5.727,7.981,5.847
4,256,32,1.0,0,0.017,1.688,0.122,36.803,39.082,36.925
