,dense,channel,extract_num,error,encoding_t,sampling_t,extract_t,compare_t,total_t,calc_total
4,128,32,1.0,0,0.009,1.364,0.109,36.397,37.964,36.506
4,256,32,0.1,0,0.019,1.703,0.128,5.772,7.703,5.9
4,256,32,1.0,0,0.017,1.698,0.128,36.306,38.236,36.434
256,64,32,0.1,0,0.005,1.24,0.103,6.073,7.511,6.176
256,64,32,1.0,0,0.005,1.24,0.103,36.478,37.912,36.581
256,128,32,0.1,0,0.009,1.382,0.112,6.079,7.669,6.191
256,128,32,1.0,0,0.009,1.365,0.112,36.469,38.04,36.581
256,256,32,0.1,0,0.021,1.695,0.13,5.757,7.692,5.887
256,256,32,1.0,0,0.017,1.692,0.133,36.753,38.681,36.886
64,64,32,0.1,0,0.005,1.248,0.102,5.818,7.263,5.92
64,64,32,1.0,0,0.005,1.237,0.102,36.592,38.019,36.694
64,128,32,0.1,0,0.01,1.369,0.112,6.148,7.728,6.26
64,128,32,1.0,0,0.009,1.359,0.113,36.237,37.803,36.35
64,256,32,0.1,0,0.021,1.69,0.128,6.102,8.028,6.23
64,256,32,1.0,0,0.017,1.687,0.129,36.531,38.449,36.66
16,64,32,0.1,0,0.005,1.239,0.102,5.735,7.17,5.837000000000001
16,64,32,1.0,0,0.005,1.237,0.102,36.808,38.241,36.91
16,128,32,0.1,0,0.009,1.367,0.111,5.793,7.364,5.904
16,128,32,1.0,0,0.009,1.362,0.111,36.465,38.038,36.576
16,256,32,0.1,0,0.019,1.694,0.129,6.148,8.073,6.276999999999999
16,256,32,1.0,0,0.017,1.696,0.129,36.412,38.346,36.541
4,64,32,0.1,0,0.005,1.24,0.101,5.808,7.242,5.909
4,64,32,1.0,0,0.005,1.252,0.101,36.667,38.114,36.768
4,128,32,0.1,0,0.009,1.364,0.111,5.812,7.384,5.923
4,128,32,1.0,0,0.009,1.373,0.111,36.495,38.076,36.606
4,256,32,0.1,0,0.021,1.697,0.129,6.098,8.032,6.227
4,256,32,1.0,0,0.017,1.685,0.129,36.399,38.315,36.528
256,64,32,0.1,0,0.005,1.285,0.105,6.032,7.523,6.1370000000000005
256,64,32,1.0,0,0.005,1.288,0.105,36.697,38.195,36.802
256,128,32,0.1,0,0.01,1.414,0.114,5.783,7.419,5.897
256,128,32,1.0,0,0.009,1.422,0.114,36.784,38.425,36.898
256,256,32,0.1,0,0.02,1.747,0.131,5.787,7.785,5.918
256,256,32,1.0,0,0.017,1.748,0.131,36.538,38.531,36.669
64,64,32,0.1,0,0.005,1.289,0.105,6.129,7.628,6.234
64,64,32,1.0,0,0.005,1.291,0.105,36.382,37.88,36.487
64,128,32,0.1,0,0.009,1.412,0.114,5.954,7.59,6.068
64,128,32,1.0,0,0.009,1.418,0.114,36.625,38.263,36.739
64,256,32,0.1,0,0.021,1.71,0.131,5.834,7.795,5.965
64,256,32,1.0,0,0.017,1.665,0.131,36.489,38.403,36.62
16,64,32,0.1,0,0.005,1.286,0.105,6.059,7.551,6.164000000000001
16,64,32,1.0,0,0.005,1.292,0.105,36.481,37.989,36.586
16,128,32,0.1,0,0.009,1.418,0.114,5.82,7.457,5.934
16,128,32,1.0,0,0.009,1.422,0.114,36.762,38.408,36.876
16,256,32,0.1,0,0.019,1.745,0.131,5.757,7.746,5.888
16,256,32,1.0,0,0.017,1.742,0.131,36.467,38.458,36.598
4,64,32,0.1,0,0.005,1.301,0.105,6.054,7.564,6.159000000000001
4,64,32,1.0,0,0.005,1.296,0.106,36.514,38.021,36.620000000000005
4,128,32,0.1,0,0.01,1.422,0.114,5.798,7.438,5.912
4,128,32,1.0,0,0.009,1.423,0.113,36.711,38.357,36.824
4,256,32,0.1,0,0.019,1.731,0.131,5.772,7.75,5.9030000000000005
4,256,32,1.0,0,0.017,1.727,0.132,36.557,38.531,36.689
256,64,32,0.1,0,0.006,1.237,0.111,6.071,7.53,6.182
256,64,32,1.0,0,0.005,1.24,0.111,36.5,37.956,36.611
256,128,32,0.1,0,0.01,1.364,0.122,5.897,7.72,6.019
256,128,32,1.0,0,0.009,1.368,0.121,36.537,38.138,36.658
256,256,32,0.1,0,0.02,1.648,0.154,5.828,7.754,5.982
256,256,32,1.0,0,0.017,1.688,0.156,36.735,38.694,36.891
64,64,32,0.1,0,0.005,1.245,0.111,5.987,7.452,6.098
64,64,32,1.0,0,0.005,1.235,0.111,36.396,37.848,36.507
64,128,32,0.1,0,0.01,1.365,0.121,5.96,7.782,6.081
64,128,32,1.0,0,0.009,1.369,0.122,36.521,38.123,36.643
64,256,32,0.1,0,0.019,1.608,0.153,5.811,7.691,5.964
64,256,32,1.0,0,0.017,1.608,0.152,36.743,38.623,36.895
16,64,32,0.1,0,0.005,1.245,0.111,5.776,7.237,5.887
16,64,32,1.0,0,0.005,1.238,0.111,36.639,38.098,36.75
16,128,32,0.1,0,0.009,1.364,0.121,5.816,7.633,5.936999999999999
16,128,32,1.0,0,0.009,1.361,0.122,36.523,38.117,36.645
16,256,32,0.1,0,0.02,1.644,0.152,5.79,7.71,5.942
16,256,32,1.0,0,0.017,1.64,0.154,36.754,38.667,36.908
4,64,32,0.1,0,0.005,1.243,0.11,5.797,7.26,5.907
4,64,32,1.0,0,0.005,1.246,0.11,36.52,37.983,36.63
4,128,32,0.1,0,0.01,1.363,0.121,5.852,7.676,5.973000000000001
4,128,32,1.0,0,0.009,1.363,0.121,36.461,38.057,36.582
4,256,32,0.1,0,0.021,1.645,0.154,5.807,7.73,5.961
4,256,32,1.0,0,0.017,1.74,0.154,36.704,38.717,36.858
256,64,32,0.1,0,0.005,1.336,0.102,6.067,7.621,6.1690000000000005
256,64,32,1.0,0,0.005,1.334,0.102,36.755,38.3,36.857
256,128,32,0.1,0,0.01,1.451,0.109,5.793,7.47,5.902
256,128,32,1.0,0,0.009,1.447,0.109,36.592,38.26,36.701
256,256,32,0.1,0,0.02,1.871,0.125,6.133,8.255,6.258
256,256,32,1.0,0,0.017,1.876,0.124,36.348,38.47,36.472
64,64,32,0.1,0,0.005,1.336,0.102,5.995,7.549,6.097
64,64,32,1.0,0,0.005,1.339,0.102,36.596,38.146,36.69799999999999
64,128,32,0.1,0,0.009,1.46,0.109,5.923,7.61,6.032
64,128,32,1.0,0,0.009,1.452,0.109,36.445,38.121,36.554
64,256,32,0.1,0,0.019,1.869,0.124,6.114,8.23,6.238
64,256,32,1.0,0,0.019,1.867,0.123,36.454,38.57,36.577
16,64,32,0.1,0,0.005,1.332,0.102,5.825,7.367,5.9270000000000005
16,64,32,1.0,0,0.005,1.334,0.105,36.697,38.252,36.802
16,128,32,0.1,0,0.009,1.457,0.109,5.816,7.495,5.925
16,128,32,1.0,0,0.009,1.445,0.112,36.438,38.114,36.55
16,256,32,0.1,0,0.02,1.876,0.129,6.078,8.209,6.207000000000001
16,256,32,1.0,0,0.017,1.876,0.128,36.452,38.58,36.58
4,64,32,0.1,0,0.005,1.337,0.102,5.789,7.341,5.891
4,64,32,1.0,0,0.005,1.336,0.102,36.777,38.325,36.879
4,128,32,0.1,0,0.01,1.458,0.109,5.741,7.427,5.85
4,128,32,1.0,0,0.009,1.452,0.109,36.464,38.139,36.573
4,256,32,0.1,0,0.02,1.875,0.124,6.027,8.156,6.151
4,256,32,1.0,0,0.017,1.872,0.123,36.546,38.666,36.669
256,64,32,0.1,0,0.005,1.298,0.105,6.34,7.858,6.445
256,64,32,1.0,0,0.005,1.291,0.105,36.43,37.944,36.535
256,128,32,0.1,0,0.009,1.419,0.114,5.845,7.494,5.959
256,128,32,1.0,0,0.009,1.428,0.114,36.601,38.263,36.715
256,256,32,0.1,0,0.02,1.829,0.13,5.841,7.929,5.971
256,256,32,1.0,0,0.017,1.788,0.126,36.829,38.866,36.955
64,64,32,0.1,0,0.005,1.244,0.101,5.747,7.2,5.848
64,64,32,1.0,0,0.005,1.244,0.102,36.607,38.058,36.709
64,128,32,0.1,0,0.01,1.364,0.11,5.825,7.41,5.9350000000000005
64,128,32,1.0,0,0.009,1.578,0.11,36.575,38.37,36.685
64,256,32,0.1,0,0.02,1.789,0.127,5.773,7.815,5.9
64,256,32,1.0,0,0.017,1.794,0.126,36.807,38.845,36.933
16,64,32,0.1,0,0.005,1.241,0.101,5.733,7.184,5.834
16,64,32,1.0,0,0.005,1.252,0.101,36.639,38.095,36.74
16,128,32,0.1,0,0.009,1.375,0.109,6.106,7.704,6.215
16,128,32,1.0,0,0.01,1.358,0.11,36.358,37.936,36.468
16,256,32,0.1,0,0.02,1.788,0.127,5.938,7.977,6.065
16,256,32,1.0,0,0.017,1.801,0.126,36.689,38.733,36.815
4,64,32,0.1,0,0.005,1.244,0.101,5.864,7.319,5.965
4,64,32,1.0,0,0.005,1.242,0.101,36.315,37.763,36.416
4,128,32,0.1,0,0.009,1.365,0.109,6.078,7.66,6.187
4,128,32,1.0,0,0.01,1.36,0.11,36.252,37.833,36.362
4,256,32,0.1,0,0.019,1.675,0.127,5.827,7.743,5.954
4,256,32,1.0,0,0.021,1.847,0.126,36.37,38.465,36.496
256,64,32,0.1,0,0.005,1.26,0.101,6.059,7.527,6.16
256,64,32,1.0,0,0.005,1.263,0.1,36.469,37.946,36.569
256,128,32,0.1,0,0.009,1.382,0.107,5.822,7.418,5.929
256,128,32,1.0,0,0.009,1.379,0.108,36.234,37.834,36.342
256,256,32,0.1,0,0.019,1.87,0.125,5.868,8.208,5.993
256,256,32,1.0,0,0.017,1.877,0.124,36.363,38.489,36.487
64,64,32,0.1,0,0.005,1.266,0.1,5.715,7.184,5.815
64,64,32,1.0,0,0.005,1.262,0.1,36.496,37.966,36.596
64,128,32,0.1,0,0.01,1.387,0.108,5.72,7.325,5.827999999999999
64,128,32,1.0,0,0.01,1.383,0.107,36.303,37.931,36.41
64,256,32,0.1,0,0.02,1.657,0.124,6.027,7.957,6.151
64,256,32,1.0,0,0.017,1.867,0.125,36.287,38.428,36.412
16,64,32,0.1,0,0.005,1.268,0.1,5.753,7.254,5.853
16,64,32,1.0,0,0.005,1.263,0.1,36.452,37.947,36.552
16,128,32,0.1,0,0.01,1.388,0.108,5.869,7.504,5.976999999999999
16,128,32,1.0,0,0.009,1.378,0.107,36.122,37.745,36.229
16,256,32,0.1,0,0.023,1.656,0.123,6.201,8.135,6.324
16,256,32,1.0,0,0.017,1.67,0.123,36.225,38.164,36.348
4,64,32,0.1,0,0.005,1.267,0.103,5.872,7.379,5.975
4,64,32,1.0,0,0.005,1.264,0.1,36.563,38.064,36.663
4,128,32,0.1,0,0.009,1.381,0.107,5.76,7.385,5.867
4,128,32,1.0,0,0.009,1.376,0.107,36.204,37.832,36.311
4,256,32,0.1,0,0.019,1.657,0.123,6.097,8.026,6.220000000000001
4,256,32,1.0,0,0.021,1.882,0.123,36.196,38.355,36.319
256,64,32,0.1,0,0.005,1.232,0.103,6.285,7.76,6.388
256,64,32,1.0,0,0.005,1.234,0.106,36.329,37.824,36.435
256,128,32,0.1,0,0.01,1.351,0.113,5.779,7.388,5.892
256,128,32,1.0,0,0.009,1.35,0.112,36.546,38.16,36.658
256,256,32,0.1,0,0.021,1.875,0.132,5.781,7.952,5.912999999999999
256,256,32,1.0,0,0.017,1.877,0.133,36.367,38.535,36.5
64,64,32,0.1,0,0.005,1.234,0.103,6.023,7.509,6.126
64,64,32,1.0,0,0.005,1.236,0.103,36.348,37.833,36.451
64,128,32,0.1,0,0.009,1.347,0.113,5.75,7.366,5.863
64,128,32,1.0,0,0.009,1.564,0.113,36.351,38.176,36.464
64,256,32,0.1,0,0.021,1.879,0.132,5.749,7.924,5.880999999999999
64,256,32,1.0,0,0.017,1.868,0.131,36.606,38.761,36.737
16,64,32,0.1,0,0.005,1.237,0.109,5.867,7.363,5.976
16,64,32,1.0,0,0.005,1.227,0.105,36.233,37.709,36.338
16,128,32,0.1,0,0.009,1.351,0.113,6.123,7.748,6.236000000000001
16,128,32,1.0,0,0.009,1.345,0.112,36.23,37.834,36.342
16,256,32,0.1,0,0.021,1.873,0.131,5.824,7.995,5.955
16,256,32,1.0,0,0.019,1.865,0.132,36.667,38.824,36.799
4,64,32,0.1,0,0.005,1.229,0.103,5.731,7.21,5.834
4,64,32,1.0,0,0.005,1.224,0.103,36.389,37.867,36.492
4,128,32,0.1,0,0.009,1.35,0.112,6.057,7.667,6.1690000000000005
4,128,32,1.0,0,0.009,1.355,0.112,36.264,37.892,36.376000000000005
4,256,32,0.1,0,0.019,1.861,0.132,5.8,7.952,5.932
4,256,32,1.0,0,0.017,1.865,0.13,36.494,38.65,36.624
256,64,32,0.1,0,0.005,1.19,0.108,6.005,7.457,6.113
256,64,32,1.0,0,0.005,1.197,0.108,36.614,38.072,36.722
256,128,32,0.1,0,0.01,1.3,0.118,5.725,7.297,5.843
256,128,32,1.0,0,0.009,1.306,0.118,36.291,37.873,36.409
256,256,32,0.1,0,0.021,1.818,0.152,6.038,8.176,6.19
256,256,32,1.0,0,0.017,1.822,0.154,36.395,38.537,36.54900000000001
64,64,32,0.1,0,0.005,1.188,0.107,5.757,7.205,5.864
64,64,32,1.0,0,0.005,1.189,0.107,36.566,38.012,36.673
64,128,32,0.1,0,0.009,1.307,0.118,5.766,7.347,5.884
64,128,32,1.0,0,0.009,1.302,0.118,36.309,37.879,36.427
64,256,32,0.1,0,0.025,1.818,0.152,6.034,8.175,6.186
64,256,32,1.0,0,0.017,1.815,0.15,36.325,38.451,36.475
16,64,32,0.1,0,0.005,1.195,0.107,5.878,7.337,5.985
16,64,32,1.0,0,0.005,1.191,0.107,36.401,37.847,36.508
16,128,32,0.1,0,0.009,1.305,0.118,5.851,7.433,5.969
16,128,32,1.0,0,0.009,1.308,0.119,36.305,37.882,36.424
16,256,32,0.1,0,0.019,1.828,0.151,5.97,8.113,6.121
16,256,32,1.0,0,0.017,1.816,0.152,36.34,38.472,36.492
4,64,32,0.1,0,0.005,1.19,0.107,5.73,7.173,5.837000000000001
4,64,32,1.0,0,0.005,1.194,0.107,36.413,37.871,36.52
4,128,32,0.1,0,0.009,1.307,0.118,5.745,7.317,5.863
4,128,32,1.0,0,0.009,1.307,0.119,36.301,38.116,36.42
4,256,32,0.1,0,0.021,1.567,0.15,5.779,7.663,5.929
4,256,32,1.0,0,0.017,1.564,0.15,36.338,38.214,36.488
256,64,32,0.1,0,0.005,1.248,0.101,6.052,7.55,6.153
256,64,32,1.0,0,0.005,1.248,0.101,36.11,37.618,36.211
256,128,32,0.1,0,0.009,1.369,0.11,6.056,7.691,6.166
256,128,32,1.0,0,0.009,1.369,0.11,36.211,37.852,36.321
256,256,32,0.1,0,0.019,1.637,0.127,5.767,7.698,5.894
256,256,32,1.0,0,0.017,1.635,0.128,36.467,38.399,36.595
64,64,32,0.1,0,0.005,1.255,0.101,5.72,7.229,5.821
64,64,32,1.0,0,0.005,1.247,0.101,36.316,37.816,36.417
64,128,32,0.1,0,0.01,1.37,0.111,6.04,7.676,6.151
64,128,32,1.0,0,0.009,1.367,0.11,36.226,37.861,36.336
64,256,32,0.1,0,0.022,1.623,0.127,5.746,7.667,5.873
64,256,32,1.0,0,0.017,1.636,0.127,36.552,38.481,36.679
16,64,32,0.1,0,0.005,1.25,0.102,5.851,7.352,5.953
16,64,32,1.0,0,0.005,1.249,0.101,36.159,37.66,36.26
16,128,32,0.1,0,0.009,1.365,0.11,6.146,7.787,6.256
16,128,32,1.0,0,0.009,1.366,0.11,36.149,37.781,36.259
16,256,32,0.1,0,0.021,1.638,0.127,5.845,7.786,5.972
16,256,32,1.0,0,0.017,1.631,0.127,36.498,38.421,36.625
4,64,32,0.1,0,0.005,1.257,0.101,5.744,7.256,5.845
4,64,32,1.0,0,0.005,1.246,0.101,36.436,37.941,36.537
4,128,32,0.1,0,0.009,1.369,0.11,5.803,7.436,5.913
4,128,32,1.0,0,0.009,1.369,0.11,36.304,37.948,36.414
4,256,32,0.1,0,0.019,1.631,0.126,5.88,7.805,6.006
4,256,32,1.0,0,0.017,1.852,0.127,36.209,38.36,36.336000000000006
256,64,32,0.1,0,0.005,1.257,0.101,6.239,7.75,6.34
256,64,32,1.0,0,0.005,1.257,0.1,36.38,37.897,36.48
256,128,32,0.1,0,0.009,1.378,0.111,5.725,7.375,5.835999999999999
256,128,32,1.0,0,0.009,1.377,0.108,36.584,38.236,36.692
256,256,32,0.1,0,0.019,1.646,0.124,5.716,7.658,5.84
256,256,32,1.0,0,0.017,1.639,0.127,36.374,38.308,36.501000000000005
64,64,32,0.1,0,0.005,1.265,0.103,6.0,7.525,6.103
64,64,32,1.0,0,0.005,1.26,0.099,36.295,37.813,36.394
64,128,32,0.1,0,0.01,1.373,0.107,5.747,7.385,5.854
64,128,32,1.0,0,0.009,1.376,0.108,36.518,38.164,36.626
64,256,32,0.1,0,0.019,1.643,0.125,5.886,7.828,6.011
64,256,32,1.0,0,0.017,1.914,0.124,36.113,38.317,36.237
16,64,32,0.1,0,0.005,1.262,0.1,6.195,7.72,6.295
16,64,32,1.0,0,0.005,1.256,0.1,36.085,37.596,36.185
16,128,32,0.1,0,0.009,1.376,0.107,5.855,7.503,5.962000000000001
16,128,32,1.0,0,0.009,1.378,0.108,36.565,38.213,36.673
16,256,32,0.1,0,0.019,1.651,0.124,5.799,7.745,5.923
16,256,32,1.0,0,0.019,1.644,0.124,36.28,38.223,36.404
4,64,32,0.1,0,0.005,1.256,0.1,6.006,7.519,6.106
4,64,32,1.0,0,0.005,1.259,0.1,36.33,37.852,36.43
4,128,32,0.1,0,0.01,1.378,0.107,5.777,7.423,5.884
4,128,32,1.0,0,0.009,1.385,0.108,36.368,38.025,36.476
4,256,32,0.1,0,0.019,1.645,0.124,5.737,7.674,5.861
4,256,32,1.0,0,0.017,1.642,0.124,36.367,38.306,36.491
256,64,32,0.1,0,0.005,1.236,0.104,6.034,7.542,6.138
256,64,32,1.0,0,0.005,1.238,0.103,36.325,37.834,36.428
256,128,32,0.1,0,0.01,1.355,0.112,6.0,7.637,6.112
256,128,32,1.0,0,0.01,1.361,0.113,36.319,37.961,36.432
256,256,32,0.1,0,0.021,1.615,0.131,5.713,7.641,5.844
256,256,32,1.0,0,0.017,1.613,0.131,36.479,38.396,36.61
64,64,32,0.1,0,0.005,1.235,0.104,5.731,7.236,5.835
64,64,32,1.0,0,0.005,1.233,0.103,36.359,37.855,36.462
64,128,32,0.1,0,0.009,1.361,0.112,6.073,7.717,6.1850000000000005
64,128,32,1.0,0,0.009,1.364,0.113,36.113,37.754,36.226
64,256,32,0.1,0,0.02,1.614,0.131,5.955,7.885,6.086
64,256,32,1.0,0,0.017,1.61,0.131,36.363,38.276,36.494
16,64,32,0.1,0,0.005,1.228,0.103,5.881,7.381,5.984
16,64,32,1.0,0,0.005,1.239,0.103,36.364,37.868,36.467
16,128,32,0.1,0,0.009,1.35,0.112,5.825,7.455,5.937
16,128,32,1.0,0,0.009,1.341,0.113,36.18,37.805,36.293
16,256,32,0.1,0,0.019,1.616,0.13,6.08,8.001,6.21
16,256,32,1.0,0,0.018,1.62,0.132,36.24,38.172,36.372
4,64,32,0.1,0,0.005,1.234,0.103,5.799,7.297,5.902
4,64,32,1.0,0,0.005,1.233,0.105,36.461,37.962,36.566
4,128,32,0.1,0,0.009,1.346,0.112,5.755,7.382,5.867
4,128,32,1.0,0,0.009,1.369,0.112,36.344,37.997,36.456
4,256,32,0.1,0,0.021,1.616,0.131,6.005,7.938,6.136
4,256,32,1.0,0,0.017,1.623,0.131,36.341,38.271,36.472
256,64,32,0.1,0,0.005,1.207,0.105,6.214,7.698,6.319000000000001
256,64,32,1.0,0,0.005,1.21,0.106,36.351,37.834,36.457
256,128,32,0.1,0,0.01,1.331,0.114,5.704,7.321,5.818
256,128,32,1.0,0,0.009,1.323,0.115,36.585,38.193,36.7
256,256,32,0.1,0,0.02,1.592,0.136,5.767,7.681,5.9030000000000005
256,256,32,1.0,0,0.017,1.59,0.136,36.517,38.418,36.653000000000006
64,64,32,0.1,0,0.005,1.211,0.105,6.054,7.541,6.159000000000001
64,64,32,1.0,0,0.005,1.212,0.105,36.295,37.779,36.4
64,128,32,0.1,0,0.009,1.325,0.116,5.838,7.454,5.954
64,128,32,1.0,0,0.009,1.325,0.115,36.396,38.004,36.511
64,256,32,0.1,0,0.021,1.592,0.136,5.941,7.856,6.077
64,256,32,1.0,0,0.017,1.585,0.136,36.412,38.307,36.548
16,64,32,0.1,0,0.005,1.208,0.106,6.071,7.555,6.177
16,64,32,1.0,0,0.005,1.21,0.105,36.295,37.776,36.4
16,128,32,0.1,0,0.01,1.324,0.115,5.742,7.352,5.857
16,128,32,1.0,0,0.009,1.324,0.115,36.572,38.183,36.687000000000005
16,256,32,0.1,0,0.019,1.588,0.136,5.781,7.682,5.917
16,256,32,1.0,0,0.019,1.589,0.135,36.495,38.405,36.63
4,64,32,0.1,0,0.005,1.217,0.105,6.088,7.575,6.1930000000000005
4,64,32,1.0,0,0.005,1.21,0.105,36.276,37.762,36.381
4,128,32,0.1,0,0.01,1.33,0.114,5.732,7.346,5.846
4,128,32,1.0,0,0.009,1.333,0.115,36.474,38.1,36.589
4,256,32,0.1,0,0.02,1.592,0.136,5.725,7.637,5.861
4,256,32,1.0,0,0.017,1.593,0.136,36.365,38.273,36.501000000000005
256,64,32,0.1,0,0.005,1.189,0.108,6.031,7.504,6.138999999999999
256,64,32,1.0,0,0.006,1.181,0.107,36.489,37.955,36.596
256,128,32,0.1,0,0.009,1.298,0.119,6.095,7.687,6.214
256,128,32,1.0,0,0.009,1.297,0.118,36.506,38.102,36.624
256,256,32,0.1,0,0.021,1.56,0.152,5.759,7.658,5.9110000000000005
256,256,32,1.0,0,0.017,1.559,0.152,36.785,38.681,36.937
64,64,32,0.1,0,0.005,1.185,0.107,5.766,7.231,5.873
64,64,32,1.0,0,0.005,1.186,0.107,36.576,38.043,36.683
64,128,32,0.1,0,0.01,1.297,0.118,6.03,7.625,6.148000000000001
64,128,32,1.0,0,0.009,1.311,0.119,36.642,38.246,36.761
64,256,32,0.1,0,0.021,1.567,0.151,5.713,7.619,5.864
64,256,32,1.0,0,0.017,1.556,0.15,36.892,38.778,37.042
16,64,32,0.1,0,0.005,1.191,0.108,5.813,7.286,5.920999999999999
16,64,32,1.0,0,0.005,1.182,0.107,36.446,37.906,36.553
16,128,32,0.1,0,0.009,1.298,0.117,6.172,7.768,6.289
16,128,32,1.0,0,0.009,1.309,0.119,36.425,38.026,36.544
16,256,32,0.1,0,0.021,1.556,0.152,5.884,7.783,6.0360000000000005
16,256,32,1.0,0,0.017,1.571,0.151,36.692,38.599,36.843
4,64,32,0.1,0,0.005,1.19,0.107,5.754,7.222,5.861
4,64,32,1.0,0,0.005,1.184,0.107,36.562,38.025,36.669
4,128,32,0.1,0,0.009,1.316,0.118,5.998,7.605,6.1160000000000005
4,128,32,1.0,0,0.009,1.299,0.119,36.44,38.038,36.559
4,256,32,0.1,0,0.019,1.563,0.152,5.798,7.695,5.95
4,256,32,1.0,0,0.017,1.56,0.153,36.66,38.562,36.813
256,64,32,0.1,0,0.005,1.267,0.1,6.047,7.813,6.146999999999999
256,64,32,1.0,0,0.005,1.268,0.1,36.463,38.01,36.563
256,128,32,0.1,0,0.009,1.383,0.107,5.748,7.414,5.855
256,128,32,1.0,0,0.009,1.381,0.108,36.705,38.374,36.813
256,256,32,0.1,0,0.021,1.654,0.124,5.811,7.78,5.935
256,256,32,1.0,0,0.017,1.647,0.124,36.5,38.456,36.624
64,64,32,0.1,0,0.005,1.264,0.1,6.1,7.64,6.199999999999999
64,64,32,1.0,0,0.005,1.278,0.101,36.519,38.07,36.62
64,128,32,0.1,0,0.01,1.379,0.107,5.805,7.472,5.912
64,128,32,1.0,0,0.009,1.384,0.108,36.684,38.353,36.792
64,256,32,0.1,0,0.021,1.652,0.124,5.779,7.747,5.903
64,256,32,1.0,0,0.017,1.645,0.125,36.547,38.503,36.672
16,64,32,0.1,0,0.005,1.279,0.101,6.09,7.645,6.191
16,64,32,1.0,0,0.005,1.264,0.1,36.385,37.923,36.485
16,128,32,0.1,0,0.009,1.395,0.107,5.945,7.63,6.0520000000000005
16,128,32,1.0,0,0.009,1.383,0.108,36.608,38.282,36.716
16,256,32,0.1,0,0.021,1.658,0.124,5.877,7.853,6.001
16,256,32,1.0,0,0.019,1.649,0.124,36.57,38.528,36.694
4,64,32,0.1,0,0.005,1.264,0.1,6.054,7.595,6.154
4,64,32,1.0,0,0.005,1.258,0.1,36.509,38.043,36.609
4,128,32,0.1,0,0.01,1.376,0.108,5.751,7.412,5.859
4,128,32,1.0,0,0.009,1.381,0.108,36.699,38.372,36.807
4,256,32,0.1,0,0.019,1.641,0.124,5.839,7.79,5.963
4,256,32,1.0,0,0.019,1.657,0.123,36.454,38.43,36.577
256,64,32,0.1,0,0.005,1.227,0.103,6.044,7.555,6.146999999999999
256,64,32,1.0,0,0.005,1.221,0.103,36.43,37.929,36.533
256,128,32,0.1,0,0.01,1.34,0.112,6.034,7.667,6.146
256,128,32,1.0,0,0.009,1.341,0.112,36.464,38.099,36.576
256,256,32,0.1,0,0.021,1.606,0.132,5.808,7.735,5.94
256,256,32,1.0,0,0.018,1.609,0.133,36.451,38.386,36.584
64,64,32,0.1,0,0.005,1.234,0.103,5.868,7.377,5.971
64,64,32,1.0,0,0.005,1.232,0.103,36.447,37.959,36.55
64,128,32,0.1,0,0.01,1.35,0.112,6.073,7.713,6.1850000000000005
64,128,32,1.0,0,0.009,1.355,0.112,36.456,38.105,36.568000000000005
64,256,32,0.1,0,0.019,1.614,0.133,5.778,7.716,5.911
64,256,32,1.0,0,0.017,1.616,0.132,36.622,38.557,36.754
16,64,32,0.1,0,0.005,1.235,0.103,5.701,7.216,5.803999999999999
16,64,32,1.0,0,0.005,1.228,0.103,36.482,38.216,36.585
16,128,32,0.1,0,0.009,1.357,0.112,5.868,7.521,5.98
16,128,32,1.0,0,0.009,1.344,0.112,36.5,38.137,36.612
16,256,32,0.1,0,0.019,1.611,0.132,5.99,7.925,6.122
16,256,32,1.0,0,0.017,1.612,0.131,36.536,38.466,36.667
4,64,32,0.1,0,0.005,1.226,0.103,5.785,7.292,5.888
4,64,32,1.0,0,0.005,1.245,0.104,36.683,38.206,36.787
4,128,32,0.1,0,0.009,1.343,0.112,5.922,7.563,6.034
4,128,32,1.0,0,0.009,1.356,0.112,36.442,38.093,36.554
4,256,32,0.1,0,0.019,1.614,0.131,5.922,8.086,6.053
4,256,32,1.0,0,0.017,1.61,0.132,36.401,38.33,36.533
256,64,32,0.1,0,0.005,1.26,0.1,6.251,7.793,6.351
256,64,32,1.0,0,0.005,1.271,0.1,36.426,37.979,36.526
256,128,32,0.1,0,0.009,1.375,0.108,5.963,7.635,6.071
256,128,32,1.0,0,0.009,1.379,0.108,36.415,38.308,36.523
256,256,32,0.1,0,0.019,1.646,0.124,6.018,7.99,6.142
256,256,32,1.0,0,0.017,1.645,0.124,36.339,38.3,36.463
64,64,32,0.1,0,0.005,1.258,0.099,6.092,7.634,6.191
64,64,32,1.0,0,0.005,1.272,0.1,36.516,38.068,36.616
64,128,32,0.1,0,0.009,1.376,0.108,5.78,7.447,5.888
64,128,32,1.0,0,0.009,1.376,0.107,36.674,38.347,36.781
64,256,32,0.1,0,0.019,1.651,0.123,5.855,7.821,5.978000000000001
64,256,32,1.0,0,0.017,1.647,0.123,36.461,38.43,36.584
16,64,32,0.1,0,0.005,1.266,0.1,6.118,7.661,6.218
16,64,32,1.0,0,0.005,1.258,0.1,36.439,37.983,36.539
16,128,32,0.1,0,0.009,1.378,0.107,5.758,7.425,5.865
16,128,32,1.0,0,0.009,1.405,0.107,36.725,38.427,36.832
16,256,32,0.1,0,0.019,1.644,0.123,5.75,7.716,5.873
16,256,32,1.0,0,0.017,1.648,0.123,36.468,38.437,36.591
